This is the first Osage dictionary in the modern orthography =)
Each Osage word is written in the Osage alphabet and in a Latin transliteration
Can't see the Osage on your device? Download a font: https://www.google.com/get/noto/#sans-osge
This was not possible without the help of many volunteers
Thanks to Jakub, Wojtek, Filippos, Jonás, Victor, Aaron, Tahsin, Hubert, Christopher, Santiago, Max, and Batyah
Special thanks to Craig, Mark, Michele, and Aino!
I hope that this project will help people learn Osage so that the language can be passed onto future generations
-Harris

a, an	𐓷𐓣͘, 𐓷𐓣͘𐓸𐓲𐓟	wį, wįxce
attend	𐓪𐓩𐓘͘𐓻𐓣	oną́ąži
attend to	𐓪́𐓵𐓘͘𐓲𐓟𐓯𐓣	óðąąceši
attention: act of paying ~	𐓩𐓘͘𐓹𐓶𐓲𐓟	nąąɣúce
attorney	𐓷𐓘𐓤𐓣𐓟	wáhkie
attractive	𐓵𐓘𐓧𐓣͘	ðáalį
augment	𐓰𐓘͘	htą́ą
August	𐓡𐓧𐓘𐓺𐓣𐓬𐓟, 𐓨𐓣͘𐓪͘𐓬𐓘 𐓤𐓣𐓟𐓰𐓪𐓬𐓘	hlaazípe, mį́įǫpa hkíetoopa
aunt: maternal ~ (specifically, mother's older sister)		
my mother's older sister	𐓣𐓩𐓘, 𐓣𐓩𐓘͘𐓰𐓘͘	iiná, iiną́htą
your mother's older sister	𐓵𐓣𐓡𐓪͘𐓰𐓘͘	ðiihǫ́htą
his/her mother's older sister	𐓣𐓡𐓪͘𐓰𐓘͘, 𐓣𐓡𐓪͘	iihǫ́htą, iihǫ́
aunt: maternal ~ (specifically, mother's younger sister)		
my mother's younger sister	𐓣𐓩𐓘𐓻𐓣͘, 𐓣𐓩𐓘͘	iinážį, iiną́
your mother's younger sister	𐓵𐓣𐓡𐓪͘𐓡𐓻𐓣͘	ðiihǫ́hžį
his/her mother's younger sister	𐓣𐓡𐓪͘𐓻𐓣͘	iihǫ́žį
aunt: paternal ~ (i.e., sister of father of male, either older or younger)	
my father's sister	𐓷𐓣𐓲𐓣𐓨𐓣	wihcími
your father's sister	𐓵𐓣𐓲𐓣𐓨𐓣	ðihcími
his/her father's sister	𐓣𐓲𐓣𐓨𐓣	ihcími
authoritative, authority	𐓷𐓘𐓰𐓪͘𐓤𐓘	wahtǫ́ka
authority: one with ~	𐓰𐓪𐓰𐓘͘𐓡𐓘, 𐓷𐓘𐓰𐓪͘𐓤𐓘	totą́ha, wahtǫ́ka
automobile	𐓟𐓷𐓘𐓻𐓣͘ 𐓩𐓘͘𐓤𐓟	éwažį ną́ąke
automobile tire or wheel	𐓲𐓟𐓵𐓟	hcéðe
autumn, in the autumn	𐓰𐓘͘𐓰𐓘͘	htąątą́
avoid something	𐓣𐓵𐓣𐓯𐓘͘𐓡𐓘	íðišąha
awaken (intransitive)	𐓣𐓤𐓣𐓵𐓟, -𐓸𐓣	íihkíðe, -xi
awaken (transitive) by foot	𐓩𐓘͘𐓸𐓣	nąąxí
away: a short distance ~	𐓘𐓯𐓤𐓘	áška
away: give ~	𐓩𐓣𐓵𐓟, 𐓷𐓘𐓤'𐓶	níðe, wakˀú
away: give ~ by pressing or pushing away (e.g., the ilǫ́ǫška drum)	𐓤𐓘𐓵𐓟𐓯𐓬𐓘kaaðéešpa
away: give things ~	𐓷𐓘𐓩𐓣𐓵𐓟	waníðe
away: give ~ to each other	𐓪𐓤𐓣𐓤'𐓶	ohkíkˀu
away: give ~ to one's own people	𐓤𐓣𐓤'𐓶	kíkˀu
away: giving ~	𐓪𐓤'𐓶	ókˀu
away: go ~	𐓨𐓘͘𐓵𐓣͘, 𐓪𐓤𐓘𐓜𐓘	mąðį́, okábra
away: pass or give ~ (e.g., the drum at ilǫ́ǫška dances)	𐓤𐓘𐓵𐓟	kaaðée
away: take ~	𐓘𐓵𐓣͘𐓘𐓵𐓟, 𐓘𐓵𐓣͘𐓨𐓘͘𐓵𐓣͘, 𐓵𐓣𐓲𐓣𐓺𐓟	aðį́aðee, aðį́mąðį, ðicíze
away: take ~ from someone something of his/her own	𐓤𐓣𐓧𐓶𐓺𐓟	kilúuze
away: take ~ one's own	𐓧𐓶𐓺𐓟	lúuze
away: throw ~	𐓪͘𐓵𐓟	ǫ́ǫðe
awful	𐓬𐓣𐓻𐓣	hpíiži
awhile	𐓤𐓘𐓰𐓸𐓘͘	katxą́
axe	𐓨𐓘͘𐓡𐓣͘𐓮𐓤𐓘(?), 𐓨𐓘͘𐓡𐓣͘𐓮𐓬𐓟	mą́ąhįska(?), mą́ąhįspe
baby	𐓬𐓘𐓻𐓣͘	hpáažį
baby: have a ~	𐓷𐓟𐓰𐓘𐓵𐓟	wéetaðe
baby: place or put a ~ on the baby board or inside	𐓬𐓘𐓻𐓣͘ 𐓪𐓤'𐓪͘𐓡𐓟	hpáažį okˀǫ́he
baby boy	𐓯𐓣͘𐓰𐓪𐓻𐓣͘	šį́tožį
baby girl	𐓯𐓣͘𐓨𐓣͘𐓻𐓣͘	šį́mįžį
baby board	𐓪𐓵𐓪𐓬𐓯𐓟	oðópšé
baby board: place a baby on the ~	𐓬𐓘𐓻𐓣͘ 𐓪𐓤'𐓪͘𐓡𐓟	hpáažį okˀǫ́he
babyhood	𐓬𐓘𐓻𐓣͘	hpáažį
babysit, babysitting	𐓻𐓣͘𐓤𐓪𐓤𐓘𐓯𐓘͘	žįkókašą
back	𐓸𐓘𐓵𐓘	xáða
back: attached to the ~	𐓪𐓵𐓘𐓡𐓘	oðáha
back: arrive, come, or get ~	𐓘𐓤𐓯𐓣, 𐓘𐓤𐓶, 𐓘𐓧𐓟, 𐓘𐓧𐓣	akší, akú, alée, alí
back: bring or take ~	𐓘𐓵𐓣͘𐓘𐓤𐓮𐓣, 𐓘𐓵𐓣͘𐓘𐓤𐓶, 𐓘𐓵𐓣͘𐓘𐓧𐓟, 𐓘𐓵𐓣͘𐓘𐓧𐓣	aðį́aksi, aðį́aku, aðį́alee, aðį́ali
back: give ~	𐓤𐓣𐓤'𐓶	kíkˀu
back: go ~	𐓨𐓘͘𐓧𐓣͘	mąlį́
back: in the ~ of	𐓡𐓘𐓯𐓣	haaší
back: some days ~	𐓡𐓪͘𐓬𐓘𐓣 𐓡𐓘𐓯𐓣𐓰𐓘	hǫpái hašíhta
back (in return, again)	𐓤𐓣-	ki-
back (of the body)	𐓩𐓘͘𐓤𐓘	ną́hka
back and forth: pass or go ~	𐓣𐓤𐓣𐓧𐓘𐓯𐓘͘	ihkílašą
back and forth movement: make a ~(as when riding a teeter-totter)	𐓮𐓣𐓮𐓣𐓘͘𐓵𐓟sísiąðe
backward	𐓸𐓘𐓵𐓘	xáða
bacon	𐓷𐓘𐓯𐓣͘	wašį́
Baconrind (personal name)	𐓷𐓘𐓯𐓣͘𐓡𐓘	wašį́haa
bad	𐓡𐓪͘𐓻𐓣, 𐓬𐓣𐓻𐓣, 𐓪𐓡𐓟𐓮𐓘𐓻𐓣	hǫ́ǫži, hpíiži, óhesaži
bad: make something ~	𐓵𐓶𐓬𐓣𐓻𐓣	ðuhpíiži
bad deeds (such as bad talk or theft)	𐓪𐓤'𐓘͘ 𐓟𐓻𐓣	ókˀą éži
bad disposition: having a ~	𐓪𐓤'𐓘͘ 𐓬𐓣𐓻𐓣	ókˀą hpíiži
bad dream	𐓪𐓬𐓘𐓺𐓘	ohpáza
bad manners: having a ~	𐓪́𐓤'𐓘͘ 𐓬𐓣𐓻𐓣	ókˀą hpíiži
bad dream	𐓪𐓬𐓘𐓺𐓘	ohpáza
bad manners: having ~	𐓪́𐓤'𐓘͘ 𐓬𐓣𐓻𐓣	ókˀą hpíiži
bad medicine	𐓨𐓘͘𐓤𐓘 𐓬𐓣𐓻𐓣	mąhká hpíiži
bad reputation: of ~	𐓩𐓪͘𐓡𐓪͘	nǫhǫǫ
bad shaft of an arrow	𐓨𐓘͘𐓬𐓣𐓻𐓣	mą́ąhpiiži
bad shape: be in ~	𐓣𐓬𐓣𐓻𐓣	íhpiiži
bad temper	𐓷𐓘𐓵𐓣𐓧𐓘͘ 𐓬𐓣𐓻𐓣	waðilą hpíiži
bad things	𐓣𐓺𐓣𐓺𐓣𐓤𐓟, 𐓰𐓘𐓰𐓘͘ 𐓡𐓪͘𐓻𐓣͘	ízizike, táatą hǫ́ǫžį
bad things about someone: say ~	𐓤𐓣𐓧𐓘𐓻𐓪𐓻𐓣	hkiláažoži
bad weather	𐓨𐓘͘𐓬𐓣𐓻𐓣	mą́ąhpiiži
bad words	𐓣𐓟 𐓬𐓣𐓻𐓣	íe hpíiži
bad words: say ~	𐓧𐓪͘	lǫ́ǫ
badger	𐓸𐓪𐓤𐓘	xóoka
badly	𐓪𐓡𐓟𐓮𐓘𐓻𐓣	óhesaži
bag	𐓪𐓻𐓶𐓡𐓘	óožuhaa
bag: tobacco ~	𐓩𐓘͘𐓩𐓶𐓡𐓶𐓪𐓻𐓶𐓡𐓘, 𐓩𐓘͘𐓩𐓣͘𐓪͘𐓤𐓶𐓻𐓶	nąnúhuoožúhaa, nąnįǫ́kužu
bait someone to say or do something	𐓪𐓻𐓣𐓻𐓣𐓟	ožížie
bake in an oven	𐓨𐓘͘𐓺𐓟𐓪͘𐓪𐓡𐓪͘ 𐓪𐓡𐓪͘	mą́zeǫ́ohǫ oohǫ́
bald	𐓮𐓰𐓘, 𐓯𐓰𐓘𐓡𐓘	stá, štáha
bald: make ~	𐓵𐓶𐓯𐓰𐓘, 𐓵𐓶𐓯𐓰𐓘𐓯𐓰𐓘𐓣	ðuuštá, ðuuštáštai
bald head	𐓬𐓟𐓯𐓰𐓘, 𐓷𐓟𐓧𐓣𐓯𐓰𐓘	hpeeštá, wéelišta
bald headed	𐓷𐓟𐓧𐓣𐓯𐓰𐓘	wéelišta
ball (used in a game)	𐓰𐓘𐓬𐓟	htaapé
baloney	𐓰𐓪͘𐓬𐓯𐓟	tǫ́ǫpše
banana	𐓰𐓪𐓻𐓘͘𐓤𐓟	htóžąke
bank	𐓨𐓘͘𐓺𐓟𐓮𐓤𐓘𐓲𐓣	mą́zeskahci
banner	𐓡𐓘𐓷𐓘𐓧𐓟𐓧𐓟	haawálele
bar	𐓬𐓟𐓲𐓟𐓩𐓣 𐓵𐓘𐓰𐓘͘ 𐓲𐓣, 𐓬𐓟𐓲𐓟𐓩𐓣𐓲𐓣 [𐓘r𐓲𐓘𐓣𐓲]	hpéecenii ðaahtą́ hci, hpéeceniihci [archaic]
barbecue (refers only to cooking meat on a rack)	𐓪𐓤𐓘𐓲𐓟	óhkace
barbecue meat: the black part of ~	𐓰𐓘𐓮𐓘𐓤𐓣	táasaaki
barbecue rack	𐓪𐓘𐓻𐓶, 𐓷𐓘𐓻𐓶	oážu, wážu
bare: make ~	𐓵𐓶𐓯𐓰𐓘	ðuuštá
bare ground	𐓪𐓯𐓰𐓘	oštá
barely	𐓰𐓪	tó
barely touch	𐓵𐓣𐓲𐓟	ðiihcé
bark (as a dog does)	𐓡𐓪, 𐓡𐓪𐓰𐓘͘, 𐓪𐓡𐓪	hóo, hóohtą, óhoo
bark of a tree	𐓡𐓣͘𐓲𐓟, 𐓸𐓶𐓡𐓘	hį́įce, xúhaa
bark of a tree: inner ~	𐓻𐓘͘𐓸𐓶𐓡𐓘	žąąxúha
bark of a tree: outer ~	𐓻𐓘͘ 𐓡𐓘	žąą háa
barren	𐓷𐓟𐓰𐓘𐓵𐓘𐓻𐓣	wéetaðaži
Bartlesville (Oklahoma)	𐓤𐓘𐓷𐓘𐓻𐓣͘ 𐓰𐓘͘𐓷𐓘͘	hkáwažį htą́wą
base (adjective)	𐓣𐓮𐓟𐓷𐓘𐓵𐓟	iiséwaðe
basement	𐓨𐓘͘𐓣͘𐓤𐓘𐓯𐓣	mą́įhkaši
bashful	𐓷𐓣𐓟𐓻𐓣	wíeži
basta!	𐓤𐓘𐓯𐓪͘𐓤𐓘	kaašǫ́ka
bat (flying mammal)	𐓻𐓘͘𐓬𐓘𐓹𐓟	žą́ąhpaɣe
bath house	𐓪𐓡𐓣𐓵𐓘𐓲𐓣	ohíiðahci
bathe, take a bath	𐓡𐓣𐓵𐓘	hiiðá
bathe: place to ~	𐓪𐓡𐓣́𐓣𐓵𐓘	ohíiðá
bathroom	𐓪𐓻𐓟𐓲𐓣	ožéhci
bathtub	𐓪𐓡𐓣𐓵𐓘	ohíiða
baubles: bits and ~	𐓪𐓯𐓬𐓟𐓻𐓣͘	ošpéžį
bawl out	𐓤𐓘𐓺𐓘͘, 𐓰𐓪𐓩𐓣𐓵𐓟	kaazą́, toníðe
be	𐓵𐓣͘	ðį́
be alive, be in good health	𐓩𐓣	ní
be characterized by	𐓵𐓣͘	ðį́
be here	𐓵𐓟𐓤𐓘	ðeeká
be here or there	𐓟𐓲𐓣, 𐓟𐓲𐓣𐓤𐓟 (𐓮𐓲𐓘𐓰𐓰𐓟r𐓟d)	ecí, ecíke (scattered)
be in, among, or throughout an area or a group of people	𐓪𐓨𐓘͘𐓵𐓣͘	omą́ðį
be so	𐓟𐓤𐓪͘	ékǫ
be there	𐓘𐓡𐓣	ahí
be there, be at that place, be at that time	𐓟𐓲𐓣	ecí
beads	𐓡𐓣͘𐓮𐓤𐓘, 𐓰𐓪́𐓪𐓲𐓟 𐓵𐓣𐓧𐓘𐓲𐓟 (?), 𐓷𐓘𐓬𐓶𐓮́𐓤𐓘	hį́įska, tóoce ðiláace (?), wapúśka
beads: prayer ~	𐓷𐓣𐓤𐓣𐓟 𐓡𐓣͘𐓮𐓤𐓘	wíkie hį́įska
beadwork (noun)	𐓡𐓣͘𐓮𐓤𐓘 𐓤𐓘𐓹𐓟	hį́įska káaɣe
beadwork: do ~	𐓡𐓣͘𐓮𐓤𐓘 𐓤𐓘𐓹𐓟	hį́įska káaɣe
bean vine	𐓡𐓪͘𐓜𐓣͘ 𐓡𐓣	hǫbrį́ hi
beans	𐓡𐓪͘𐓜𐓣͘𐓤𐓟	hǫbrį́ke
beans: green ~	𐓡𐓪͘𐓜𐓣͘𐓤𐓟, 𐓡𐓪͘𐓜𐓣͘𐓤𐓟 𐓰𐓪𐓡𐓪 𐓻𐓣͘	hǫbrį́ke, hǫ́brįke htóho žį
bear (especially black bear)	𐓷𐓘𐓮𐓘𐓬𐓟	wasápe
bear cub	𐓷𐓘𐓮𐓘𐓬𐓟𐓻𐓣͘	wasápežį
beard	𐓡𐓣͘, 𐓣͘𐓡𐓣͘	hį́į, į́hį
beat (conquer)	𐓪𐓡𐓣	ohí
beat (e.g., a drum)	𐓤𐓘𐓯𐓰𐓘	kaaštá
beat of a drum, beating sound	𐓲𐓣𐓲𐓟	hcíce
beat someone in a race	𐓤𐓘𐓸𐓘	káaxa
beat things (such as a drum)	𐓪𐓲𐓣͘	óchį
beat up	𐓪𐓲𐓣́͘	óchį́
beautiful	𐓵𐓘𐓧𐓣͘, 𐓪𐓰𐓘𐓺𐓘	ðaalį, ohtáza
beaver	𐓻𐓘͘𐓬𐓘𐓰𐓪, 𐓻𐓘𐓬𐓟	žąąhpáto, žápe
because ('because' is often not expressed directly but implied by the logical or pragmatic relationship of one clause to another: for examples, see under 'burn' 'some', 'be thankful, grateful, 'far')	𐓰𐓘͘ ('b𐓟𐓲𐓘𐓶𐓮𐓟' 𐓣𐓮 𐓪f𐓰𐓟𐓩 𐓩𐓪𐓰 𐓟𐓸𐓬r𐓟𐓮𐓮𐓟d d𐓣r𐓟𐓲𐓰𐓧y b𐓶𐓰 𐓣𐓨𐓬𐓧𐓣𐓟d by 𐓰𐓡𐓟 𐓧𐓪g𐓣𐓲𐓘𐓧 𐓪r 𐓬r𐓘g𐓨𐓘𐓰𐓣𐓲 r𐓟𐓧𐓘𐓰𐓣𐓪𐓩𐓮𐓡𐓣𐓬 𐓪f 𐓪𐓩𐓟 𐓲𐓧𐓘𐓶𐓮𐓟 𐓰𐓪 𐓘𐓩𐓪𐓰𐓡𐓟r: f𐓪r 𐓟𐓸𐓘𐓨𐓬𐓧𐓟𐓮, 𐓮𐓟 𐓶𐓩d𐓟r 𐓰𐓘𐓧𐓣͘ 'b𐓶r𐓩', 𐓰𐓪𐓘 '𐓮𐓪𐓨𐓟',𐓷𐓟𐓩𐓘͘ 'b𐓟 𐓰𐓡𐓘𐓩𐓤f𐓶𐓧, gr𐓘𐓰𐓟f𐓶𐓧́, 𐓷𐓟𐓡𐓣𐓲𐓟 'f𐓘r')	tą ('because' is often not expressed directly but implied by the logical or pragmatic relationship of one clause to another: for examples, see under táalį 'burn', tóa 'some',wéeną 'be thankful, gratefuĺ, wéhice 'far')
become (suddenly?)	𐓘𐓡𐓣	ahí
become a person	𐓣𐓩𐓣𐓤𐓘𐓯𐓣𐓟	ínihkašie
become angry or mad	𐓪𐓻𐓣͘ 𐓬𐓣𐓻𐓣	óžį hpíiži
become embarrassed	𐓣𐓺𐓣𐓤𐓟	iizíke
become extinguished	𐓰𐓘𐓻𐓣	táaži
become soft or sodden	𐓯𐓬𐓪͘	špǫ́ǫ
bed	𐓘𐓻𐓘͘, 𐓪𐓻𐓘͘	ážą, óžą
bed: go to ~	𐓻𐓘͘	žą́ą
bed: have someone in ~, put someone to ~	𐓘𐓵𐓣𐓻𐓘͘	áðižą
bedclothes, bedding	𐓪𐓨𐓣𐓻𐓟	omíže
beef: head of ~	𐓲𐓟𐓮𐓤𐓘	hcéeska
beer	𐓤𐓘𐓷𐓘𐓲𐓟𐓻𐓟𐓩𐓣, 𐓩𐓣 𐓘𐓬𐓶𐓹𐓟 [𐓘r𐓲𐓘𐓣𐓲]	hkáwaceženii, níi ápuɣe [archaic]
beet	𐓰𐓪𐓧𐓟 𐓻𐓶𐓟	tóole žúe
beetle	𐓷𐓘𐓧𐓶𐓯𐓤𐓘 𐓡𐓘 𐓯𐓪𐓤𐓘	walúška háa šooká
before (adverb)	𐓡𐓘𐓯𐓣𐓰𐓘	haašíhta
before (ppn)	𐓻𐓣𐓯𐓪͘	žišǫ́
beggar	𐓷𐓘𐓰𐓘𐓯𐓰𐓘	waatášta
begin	𐓡𐓣𐓩𐓘͘𐓻𐓣͘	hínąąžį
begin to	𐓘𐓡𐓣	ahí
beginning: from the ~	𐓬𐓘𐓡𐓘͘𐓧𐓟	hpahą́le
behave	𐓪𐓵𐓪𐓰𐓘͘	óðohtą
behave oneself	𐓪𐓵𐓪𐓰𐓘͘𐓤𐓣𐓵𐓟	óðohtąhkiðe
behavior: good ~	𐓪𐓵𐓪𐓰𐓘͘, 𐓪𐓵𐓪𐓰𐓘͘𐓤𐓣𐓵𐓟	óðohtą, óðohtąhkiðe
behavior: in regard to ~	𐓰𐓘-	taa-
behind	𐓡𐓘𐓯𐓣	haaší
behind: be ~	𐓪𐓵𐓘𐓡𐓘	oðáha
behind: leave ~	𐓪̨́𐓪͘𐓵𐓟	ǫ́ǫðe
behind someone's back: ~	𐓩𐓘͘𐓧𐓪͘𐓡𐓘	nąlǫ́ǫha
belch	𐓣𐓤'𐓪, 𐓷𐓘𐓷𐓟𐓤ˀ𐓪	íkˀo, wawékˀo
believe	𐓘𐓻𐓣͘, 𐓟𐓵𐓟	ažį́, éðe
believe regarding someone	𐓘𐓻𐓣͘	ažį́
belittle	𐓵𐓘𐓻𐓪𐓻𐓣	ðaažóži
belittle someone	𐓤𐓣𐓧𐓘𐓻𐓪𐓻𐓣	hkiláažoži
bell	𐓣𐓤𐓘𐓰𐓘𐓨𐓘͘	íikaahtamą
bell: ring like a~	𐓤𐓘𐓰𐓘́𐓘𐓨𐓘	kaahtáama
bell: ring the ~	𐓵𐓶𐓤𐓘𐓨𐓘͘	ðuuhkáamą
bells (such as the ones dancers tie around their legs)	𐓨𐓘͘𐓺𐓟𐓯𐓰𐓘𐓡𐓣𐓻𐓣͘	mą́zeštahižį
belly	𐓲𐓟𐓺𐓟	hcéze
belong to (a group)	𐓪𐓵𐓣𐓺𐓘͘	oðízą
belong to him	𐓣𐓰𐓘	íhta
belong to someone	𐓣𐓰𐓘	íhta
belong to them	𐓣𐓰𐓘, 𐓣𐓰𐓘𐓬𐓣	íhta, íhtaapi
beloved	𐓪𐓸𐓰𐓘	óxta
beloved: someone or something ~ (such as a favorite child)	𐓪𐓵𐓪𐓸𐓰𐓘	óðoxta
below	𐓪𐓵𐓶𐓧𐓶𐓡𐓘	oðúluha
belt	𐓣𐓬𐓣𐓘͘	íhpią
belt: men's dance ~	𐓣𐓯𐓶𐓬𐓟	íišupe
belt: woman's yarn ~	𐓲𐓟𐓡𐓣͘	hceehį́į
belt (worn by men outside a blanket)	𐓣𐓯𐓶𐓬𐓟	íišupe
belt (worn by men with dance clothes or outside a blanket)	𐓣𐓬𐓣𐓘͘	íhpią
beneath	𐓪𐓵𐓶𐓧𐓶𐓡𐓘	oðúluha
bend: make ~ (e.g., a tree branch using the hands)	𐓵𐓣𐓺𐓪	ðiizó
bend down	𐓬𐓘𐓲'𐓣͘	paacˀį́
bend one's body part (e.g., leg or arm)	𐓵𐓶𐓯𐓪͘	ðuušǫ́
bend one's own (body part or possession), bend oneself	𐓧𐓣𐓺𐓪𐓤𐓟	líizoke
bend over	𐓤𐓘𐓬𐓘𐓲'𐓣͘	kaapáacˀį
bent over (as a person, a tree, or a hooked staff)	𐓲'𐓣͘𐓯𐓘	cˀįša
bent over (referring to a human body)	𐓲'𐓣͘𐓸𐓘	cˀįxa
berry (inedible)	𐓬𐓘𐓺𐓪	pazó
beside	𐓬𐓘́𐓮𐓤𐓶𐓡𐓘	páskuha
beside each other	𐓤𐓣𐓵𐓟	hkiðé
best: be the ~ (above all others in a certain aspect)	𐓪͘𐓲𐓣	ǫchí
best: do one's ~	𐓣𐓤'𐓶𐓲𐓟, 𐓷𐓘𐓯𐓤𐓘͘	íkˀuce, waašką́
best everyone in a game	𐓪𐓡𐓣	óhi
best someone in a game	𐓪𐓡𐓣	ohí
bet (noun)	𐓪́𐓻𐓪𐓤'𐓘	óžokˀa
bet: make a ~	𐓪́𐓻𐓪𐓤'𐓘 𐓤𐓘𐓹𐓟	óžokˀa káaɣe
better: get ~ (in regard to illness)	𐓤𐓣𐓩𐓣, 𐓤𐓣𐓰𐓘͘𐓡𐓟, 𐓤𐓣𐓰𐓘͘𐓡𐓟	kiní, kitą́he, kítąhe
between	𐓪𐓰𐓘͘𐓩𐓘͘	ohtą́ną
bewitch or "witch" someone	𐓤𐓣𐓧𐓪͘𐓺́𐓟	kilǫ́źe
beyond	𐓤𐓪𐓰𐓘, 𐓤𐓪𐓰𐓘𐓡𐓘	kootá, kootáha
beyond a certain point	𐓤𐓪𐓰𐓘𐓡𐓘	kootáha
beyond another thing	𐓘𐓤𐓣𐓡𐓘	áhkiha
Bible	𐓷𐓘𐓧𐓟𐓺𐓟 𐓮𐓘𐓬𐓟	waléze sápe
bicycle	𐓲𐓟𐓵𐓟 𐓘𐓧𐓣͘, 𐓲𐓟𐓧𐓣͘ 𐓘𐓧𐓣͘	hcéðe álįį, hcelį́ álįį
bid (noun)	𐓪𐓵𐓘𐓤𐓟	oðáake
big	𐓰𐓘͘, 𐓰𐓘͘𐓤𐓘, 𐓧𐓘͘𐓵𐓟	htą́ą, htą́ka, lą́ąðe
big goose or big duck	𐓨𐓣𐓹𐓘 𐓰𐓘͘𐓤𐓘	míɣa htą́ka
bill (paper money)	𐓰𐓘𐓩𐓘͘𐓤'𐓘, 𐓰𐓘𐓩𐓘͘𐓤ˀ𐓘 𐓨𐓘͘𐓺𐓟𐓮𐓤𐓘	htaną́kˀa, htaną́kˀa mą́zeska
billfold	𐓨𐓘͘𐓺𐓟𐓮𐓤𐓘𐓪𐓻𐓶	mą́zeskaoožú
bind (verb)	𐓬𐓘𐓸𐓲𐓟	paaxcé
bind (as a blanket)	𐓬𐓘𐓯𐓪͘𐓷𐓟	pašǫ́we
bird	𐓷𐓘𐓻𐓣͘𐓤𐓘	wažį́ka
bird: game ~	𐓨𐓣𐓹𐓘	míɣa
birth	𐓷𐓟𐓰𐓘𐓵𐓟	wéetaðe
birth: give ~ (to)	𐓣𐓰𐓘𐓵𐓟	iitáðe
birthday: have a ~	𐓣𐓰𐓘𐓵𐓘𐓬𐓟 𐓟𐓤𐓣𐓰𐓸𐓘͘	iitáðape ékitxą
birthing: be ~	𐓷𐓘𐓩𐓣𐓟	waníe
biscuit	𐓷𐓘𐓲𐓶𐓟 𐓵𐓶𐓰𐓘𐓬𐓘	wacúe ðutáahpa
bit: a ~ (of)	𐓡𐓟𐓬𐓟 𐓡𐓶𐓻𐓣͘	hépe huužį
bit: a ~ (slightly)	𐓟𐓤𐓪͘	ékǫ
bit(fragment)	𐓤𐓘𐓯𐓬𐓟, 𐓪𐓯𐓬𐓟𐓻𐓣͘	kašpé, ošpéžį
bit of a whole coin (twelve and a half cents)	𐓤𐓘𐓯𐓬𐓟	kašpé
bitch (female dogs)	𐓯𐓪͘𐓨𐓣͘𐓤𐓘	šǫmį́įka
bite (verb)	𐓵𐓘𐓸𐓰𐓘𐓤𐓟	ðaaxtáke
bite folks, bite people	𐓷𐓘𐓵𐓘𐓸𐓰𐓘𐓤𐓟	waðáaxtake
bite into small pieces	𐓵𐓘𐓸𐓪͘𐓤𐓟	ðáaxǫ́ke
bite oneself	𐓤𐓣𐓧𐓘𐓸𐓪͘	hkilaaxǫ́
bits and baubles	𐓪𐓯𐓬𐓟𐓻𐓣͘	ošpéžį
bitter	𐓬𐓘	hpá
blabbermouth	𐓰𐓘𐓰𐓘͘𐓻𐓣͘ 𐓯𐓤𐓣 𐓪𐓵𐓘𐓤𐓟	táatąžį́ ški oðáake
black	𐓮𐓘𐓬𐓟	sápe
black dog	𐓯𐓪͘𐓰𐓘͘ 𐓮𐓘	šǫhtą́ą sa
Black Dog (personal name)	𐓯𐓪͘𐓤𐓟 𐓮𐓘	šǫ́ke sa
black person (African American)	𐓨𐓣͘𐓤𐓘𐓮𐓘, 𐓨𐓣͘𐓘𐓮𐓘, 𐓩𐓣𐓤𐓘 𐓮𐓘𐓬𐓟	mįhkása, mįįása, nihka sápe
black person: little ~	𐓮𐓘𐓟𐓻𐓣͘	sáežį
black walnut	𐓰𐓘𐓤𐓶𐓟	htákue
blackberry	𐓷𐓘𐓮𐓤𐓶𐓟 𐓮𐓘𐓬𐓟	waskúe sápe
blackhawk	𐓧𐓟𐓰𐓪͘𐓮𐓘𐓬𐓟	letǫ́sape
bladder	𐓲𐓟𐓻𐓟𐓩𐓣𐓪𐓻𐓶	céženiioožú
blanket	𐓡𐓘𐓸𐓣͘, 𐓨𐓣͘, 𐓪𐓨𐓣𐓻𐓟	haxį́, mį́, omíže
blanket: man's ~	𐓪𐓤𐓣𐓬𐓘𐓲𐓟	óhkihpaache
blanket: saddle ~	𐓷𐓘𐓤𐓘𐓮́𐓰𐓪͘	wákaśtǫ
blanket: woman's ~	𐓨𐓣͘𐓷𐓘𐓬𐓘𐓲𐓟	mį́waapaache
blanket folded to cushion a seat	𐓷𐓘𐓤𐓘𐓯𐓰𐓪͘	wákaštǫ
blanket wrapped around like a skirt	𐓷𐓘𐓤𐓣𐓬𐓟𐓰𐓸𐓘͘	wáakipetxą
blazing star (Liatris punctata)	𐓨𐓘͘𐓤𐓘 𐓮𐓘𐓤𐓣	mąhká saakí
bleed	𐓷𐓘𐓬𐓣͘	wapį́
blend	𐓪𐓵𐓪𐓤𐓣𐓵𐓟	oðóhkiðe
bless	𐓵𐓘𐓤'𐓟𐓵𐓟, 𐓵𐓶𐓵𐓘𐓧𐓣͘	ðakˀéðe, ðuðáalį
bless: use to ~	𐓣𐓯𐓰𐓪𐓬𐓟	íištope
bless: use to ~ oneself	𐓣𐓮𐓰𐓘𐓤𐓣𐓵𐓟	íistahkiðe
bless or give a blessing with the hand	𐓵𐓣𐓮𐓰𐓪𐓬𐓟	ðistópe
