Note: This is the same as the other Osage dictionary on file, but with indications of tone, vowel-length and aspiration/preaspiration.

a, an	𐓷𐓣͘, 𐓷𐓣͘𐓸𐓲𐓟	wį, wįxce
at rest	š𐓤𐓘š𐓤𐓘́𐓵𐓘	škaškáða
at that place or time: be ~	𐓟𐓲𐓣́	ecí
at this time	𐓵𐓟𐓰𐓸𐓘́͘𐓲𐓣	ðetxą́ci
attend	𐓪𐓩𐓘̋͘𐓻𐓣	oną́ąži
attend to	𐓪́𐓵𐓘̄͘𐓲𐓟š𐓣	óðąąceši
attention: act of paying ~	𐓩𐓘̄͘𐓹𐓶́𐓲𐓟	nąąɣúce
attorney	𐓷𐓘́𐓥𐓣𐓟	wáhkie
attractive	𐓵𐓘̋𐓧𐓣͘	ðáalį
augment	𐓱𐓘̋͘	htą́ą
August	𐓡𐓧𐓘̄𐓺𐓣́𐓬𐓟, 𐓨𐓣̋͘𐓪͘𐓬𐓘 𐓥𐓣́𐓟𐓰𐓪̄𐓬𐓘	hlaazípe, mį́įǫpa hkíetoopa
aunt: maternal ~ (specifically, mother's older sister)		
my mother's older sister	𐓣̄𐓩𐓘́, 𐓣̄𐓩𐓘́͘𐓱𐓘͘	iiná, iiną́htą
your mother's older sister	𐓵𐓣̄𐓡𐓪́͘𐓱𐓘͘	ðiihǫ́htą
his/her mother's older sister	𐓣̄𐓡𐓪́͘𐓱𐓘͘, 𐓣̄𐓡𐓪́͘	iihǫ́htą, iihǫ́
aunt: maternal ~ (specifically, mother's younger sister)		
my mother's younger sister	𐓣̄𐓩𐓘́𐓻𐓣͘, 𐓣̄𐓩𐓘́͘	iinážį, iiną́
your mother's younger sister	𐓵𐓣̄𐓡𐓪́͘𐓡𐓻𐓣͘	ðiihǫ́hžį
his/her mother's younger sister	𐓣̄𐓡𐓪́͘𐓻𐓣͘	iihǫ́žį
aunt: paternal ~ (i.e., sister of father of male, either older or younger)		
my father's sister	𐓷𐓣𐓳𐓣́𐓨𐓣	wihcími
your father's sister	𐓵𐓣𐓳𐓣́𐓨𐓣	ðihcími
his/her father's sister	𐓣𐓳𐓣́𐓨𐓣	ihcími
authoritative, authority	𐓷𐓘𐓱𐓪́͘𐓤𐓘	wahtǫ́ka
authority: one with ~	𐓰𐓪𐓰𐓘́͘𐓡𐓘, 𐓷𐓘𐓱𐓪́͘𐓤𐓘	totą́ha, wahtǫ́ka
automobile	𐓟́𐓷𐓘𐓻𐓣͘ 𐓩𐓘̋͘𐓤𐓟	éwažį ną́ąke
automobile tire or wheel	𐓳𐓟́𐓵𐓟	hcéðe
autumn, in the autumn	𐓱𐓘̄͘𐓰𐓘́͘	htąątą́
avoid something	𐓣́𐓵𐓣š𐓘͘𐓡𐓘	íðišąha
awaken (intransitive)	𐓣̋𐓥𐓣́𐓵𐓟, -𐓸𐓣	íihkíðe, -xi
awaken (transitive) by foot	𐓩𐓘̄͘𐓸𐓣́	nąąxí
away: a short distance ~	𐓘́š𐓤𐓘	áška
away: give ~	𐓩𐓣́𐓵𐓟, 𐓷𐓘𐓤'𐓶́	níðe, wakˀú
away: give ~ by pressing or pushing away (e.g., the ilǫ́ǫška drum)	𐓤𐓘̄𐓵𐓟̋š𐓬𐓘	kaaðéešpa
away: give things ~	𐓷𐓘𐓩𐓣́𐓵𐓟	waníðe
away: give ~ to each other	𐓪𐓥𐓣́𐓤'𐓶	ohkíkˀu
away: give ~ to one's own people	𐓤𐓣́𐓤'𐓶	kíkˀu
away: giving ~	𐓪́𐓤'𐓶	ókˀu
away: go ~	𐓨𐓘͘𐓵𐓣́͘, 𐓪𐓤𐓘́𐓜𐓘	mąðį́, okábra
away: pass or give ~ (e.g., the drum at ilǫ́ǫška dances)	𐓤𐓘̄𐓵𐓟̋	kaaðée
away: take ~	𐓘𐓵𐓣́͘𐓘𐓵𐓟̄, 𐓘𐓵𐓣́͘𐓨𐓘͘𐓵𐓣͘, 𐓵𐓣𐓲𐓣́𐓺𐓟	aðį́aðee, aðį́mąðį, ðicíze
away: take ~ from someone something of his/her own	𐓤𐓣𐓧𐓶̋𐓺𐓟	kilúuze
away: take ~ one's own	𐓧𐓶̋𐓺𐓟	lúuze
away: throw ~	𐓪̋͘𐓵𐓟	ǫ́ǫðe
awful	𐓭𐓣̋𐓻𐓣	hpíiži
awhile	𐓤𐓘𐓰𐓸𐓘́͘	katxą́
axe	𐓨𐓘̋͘𐓡𐓣͘𐓮𐓤𐓘(?), 𐓨𐓘̋͘𐓡𐓣͘𐓮𐓬𐓟	mą́ąhįska(?), mą́ąhįspe
baby	𐓭𐓘̋𐓻𐓣͘	hpáažį
baby: have a ~	𐓷𐓟̋𐓰𐓘𐓵𐓟	wéetaðe
baby: place or put a ~ on the baby board or inside	𐓭𐓘̋𐓻𐓣͘ 𐓪𐓤'𐓪́͘𐓡𐓟	hpáažį okˀǫ́he
baby boy	š𐓣́͘𐓰𐓪𐓻𐓣͘	šį́tožį
baby girl	š𐓣́͘𐓨𐓣͘𐓻𐓣͘	šį́mįžį
baby board	𐓪𐓵𐓪́𐓬š𐓟́	oðópšé
baby board: place a baby on the ~	𐓭𐓘̋𐓻𐓣͘ 𐓪𐓤'𐓪́͘𐓡𐓟	hpáažį okˀǫ́he
babyhood	𐓭𐓘̋𐓻𐓣͘	hpáažį
babysit, babysitting	𐓻𐓣͘𐓤𐓪́𐓤𐓘š𐓘͘	žįkókašą
back	𐓸𐓘́𐓵𐓘	xáða
back: attached to the ~	𐓪𐓵𐓘́𐓡𐓘	oðáha
back: arrive, come, or get ~	𐓘𐓤š𐓣́, 𐓘𐓤𐓶́, 𐓘𐓧𐓟̋, 𐓘𐓧𐓣́	akší, akú, alée, alí
back: bring or take ~	𐓘𐓵𐓣́͘𐓘𐓤𐓮𐓣, 𐓘𐓵𐓣́͘𐓘𐓤𐓶, 𐓘𐓵𐓣́͘𐓘𐓧𐓟̄, 𐓘𐓵𐓣́͘𐓘𐓧𐓣	aðį́aksi, aðį́aku, aðį́alee, aðį́ali
back: give ~	𐓤𐓣́𐓤'𐓶	kíkˀu
back: go ~	𐓨𐓘͘𐓧𐓣́͘	mąlį́
back: in the ~ of	𐓡𐓘̄š𐓣́	haaší
back: some days ~	𐓡𐓪͘𐓬𐓘́𐓣 𐓡𐓘š𐓣́𐓱𐓘	hǫpái hašíhta
back (in return, again)	𐓤𐓣-	ki-
back (of the body)	𐓩𐓘́͘𐓥𐓘	ną́hka
back and forth: pass or go ~	𐓣𐓥𐓣́𐓧𐓘š𐓘͘	ihkílašą
back and forth movement: make a ~(as when riding a teeter-totter)	𐓮𐓣́𐓮𐓣𐓘͘𐓵𐓟	sísiąðe
backward	𐓸𐓘́𐓵𐓘	xáða
bacon	𐓷𐓘š𐓣́͘	wašį́
Baconrind (personal name)	𐓷𐓘š𐓣́͘𐓡𐓘̄	wašį́haa
bad	𐓡𐓪̋͘𐓻𐓣, 𐓭𐓣̋𐓻𐓣, 𐓪́𐓡𐓟𐓮𐓘𐓻𐓣	hǫ́ǫži, hpíiži, óhesaži
bad: make something ~	𐓵𐓶𐓭𐓣̋𐓻𐓣	ðuhpíiži
bad deeds (such as bad talk or theft)	𐓪́𐓤'𐓘͘ 𐓟́𐓻𐓣	ókˀą éži
bad disposition: having a ~	𐓪́𐓤'𐓘͘ 𐓭𐓣̋𐓻𐓣	ókˀą hpíiži
bad dream	𐓪𐓭𐓘́𐓺𐓘	ohpáza
bad manners: having a ~	𐓪́𐓤'𐓘͘ 𐓭𐓣̋𐓻𐓣	ókˀą hpíiži
bad dream	𐓪𐓭𐓘́𐓺𐓘	ohpáza
bad manners: having ~	𐓪́𐓤'𐓘͘ 𐓭𐓣̋𐓻𐓣	ókˀą hpíiži
bad medicine	𐓨𐓘͘𐓥𐓘́ 𐓭𐓣̋𐓻𐓣	mąhká hpíiži
bad reputation: of ~	𐓩𐓪͘𐓡𐓪̄͘	nǫhǫǫ
bad shaft of an arrow	𐓨𐓘̋͘𐓭𐓣̄𐓻𐓣	mą́ąhpiiži
bad shape: be in ~	𐓣́𐓭𐓣̄𐓻𐓣	íhpiiži
bad temper	𐓷𐓘𐓵𐓣𐓧𐓘͘ 𐓭𐓣̋𐓻𐓣	waðilą hpíiži
bad things	𐓣́𐓺𐓣𐓺𐓣𐓤𐓟, 𐓰𐓘̋𐓰𐓘͘ 𐓡𐓪̋͘𐓻𐓣͘	ízizike, táatą hǫ́ǫžį
bad things about someone: say ~	𐓥𐓣𐓧𐓘̋𐓻𐓪𐓻𐓣	hkiláažoži
bad weather	𐓨𐓘̋͘𐓭𐓣̄𐓻𐓣	mą́ąhpiiži
bad words	𐓣́𐓟 𐓭𐓣̋𐓻𐓣	íe hpíiži
bad words: say ~	𐓧𐓪̋͘	lǫ́ǫ
badger	𐓸𐓪̋𐓤𐓘	xóoka
badly	𐓪́𐓡𐓟𐓮𐓘𐓻𐓣	óhesaži
bag	𐓪̋𐓻𐓶𐓡𐓘̄	óožuhaa
bag: tobacco ~	𐓩𐓘͘𐓩𐓶́𐓡𐓶𐓪̄𐓻𐓶́𐓡𐓘̄, 𐓩𐓘͘𐓩𐓣͘𐓪́͘𐓤𐓶𐓻𐓶	nąnúhuoožúhaa, nąnįǫ́kužu
bait someone to say or do something	𐓪𐓻𐓣́𐓻𐓣𐓟	ožížie
bake in an oven	𐓨𐓘́͘𐓺𐓟𐓪́͘𐓪𐓡𐓪͘ 𐓪̄𐓡𐓪́͘	mą́zeǫ́ohǫ oohǫ́
bald	𐓮𐓰𐓘́, š𐓰𐓘́𐓡𐓘	stá, štáha
bald: make ~	𐓵𐓶̄š𐓰𐓘́, 𐓵𐓶̄š𐓰𐓘́š𐓰𐓘𐓣	ðuuštá, ðuuštáštai
bald head	𐓭𐓟̄š𐓰𐓘́, 𐓷𐓟̋𐓧𐓣š𐓰𐓘	hpeeštá, wéelišta
bald headed	𐓷𐓟̋𐓧𐓣š𐓰𐓘	wéelišta
ball (used in a game)	𐓱𐓘̄𐓬𐓟́	htaapé
baloney	𐓰𐓪̋͘𐓬š𐓟	tǫ́ǫpše
banana	𐓱𐓪́𐓻𐓘͘𐓤𐓟	htóžąke
bank	𐓨𐓘́͘𐓺𐓟𐓮𐓤𐓘𐓳𐓣	mą́zeskahci
banner	𐓡𐓘̄𐓷𐓘́𐓧𐓟𐓧𐓟	haawálele
bar	𐓭𐓟̋𐓲𐓟𐓩𐓣̄ 𐓵𐓘̄𐓱𐓘́͘ 𐓳𐓣, 𐓭𐓟̋𐓲𐓟𐓩𐓣̄𐓳𐓣 [𐓘r𐓴𐓘𐓣𐓲]	hpéecenii ðaahtą́ hci, hpéeceniihci [archaic]
barbecue (refers only to cooking meat on a rack)	𐓪́𐓥𐓘𐓲𐓟	óhkace
barbecue meat: the black part of ~	𐓰𐓘̋𐓮𐓘̄𐓤𐓣	táasaaki
barbecue rack	𐓪𐓘́𐓻𐓶, 𐓷𐓘́𐓻𐓶	oážu, wážu
bare: make ~	𐓵𐓶̄š𐓰𐓘́	ðuuštá
bare ground	𐓪š𐓰𐓘́	oštá
barely	𐓰𐓪́	tó
barely touch	𐓵𐓣̄𐓳𐓟́	ðiihcé
bark (as a dog does)	𐓡𐓪̋, 𐓡𐓪̋𐓱𐓘͘, 𐓪́𐓡𐓪̄	hóo, hóohtą, óhoo
bark of a tree	𐓡𐓣̋͘𐓲𐓟, 𐓸𐓶́𐓡𐓘̄	hį́įce, xúhaa
bark of a tree: inner ~	𐓻𐓘̄͘𐓸𐓶́𐓡𐓘	žąąxúha
bark of a tree: outer ~	𐓻𐓘̄͘ 𐓡𐓘̋	žąą háa
barren	𐓷𐓟̋𐓰𐓘𐓵𐓘𐓻𐓣	wéetaðaži
Bartlesville (Oklahoma)	𐓥𐓘́𐓷𐓘𐓻𐓣͘ 𐓱𐓘́͘𐓷𐓘͘	hkáwažį htą́wą
base (adjective)	𐓣̄𐓮𐓟́𐓷𐓘𐓵𐓟	iiséwaðe
basement	𐓨𐓘́͘𐓣͘𐓥𐓘š𐓣	mą́įhkaši
bashful	𐓷𐓣́𐓟𐓻𐓣	wíeži
basta!	𐓤𐓘̄š𐓪́͘𐓤𐓘	kaašǫ́ka
bat (flying mammal)	𐓻𐓘̋͘𐓭𐓘𐓹𐓟	žą́ąhpaɣe
bath house	𐓪𐓡𐓣̋𐓵𐓘𐓳𐓣	ohíiðahci
bathe, take a bath	𐓡𐓣̄𐓵𐓘́	hiiðá
bathe: place to ~	𐓪𐓡𐓣́𐓣𐓵𐓘́	ohíiðá
bathroom	𐓪𐓻𐓟́𐓳𐓣	ožéhci
bathtub	𐓪𐓡𐓣̋𐓵𐓘	ohíiða
baubles: bits and ~	𐓪š𐓬𐓟́𐓻𐓣͘	ošpéžį
bawl out	𐓤𐓘̄𐓺𐓘́͘, 𐓰𐓪𐓩𐓣́𐓵𐓟	kaazą́, toníðe
be	𐓵𐓣́͘	ðį́
be alive, be in good health	𐓩𐓣́	ní
be characterized by	𐓵𐓣́͘	ðį́
be here	𐓵𐓟̄𐓤𐓘́	ðeeká
be here or there	𐓟𐓲𐓣́, 𐓟𐓲𐓣́𐓤𐓟 (𐓮𐓲𐓘𐓰𐓰𐓟r𐓟d)	ecí, ecíke (scattered)
be in, among, or throughout an area or a group of people	𐓪𐓨𐓘́͘𐓵𐓣͘	omą́ðį
be so	𐓟́𐓤𐓪͘	ékǫ
be there	𐓘𐓡𐓣́	ahí
be there, be at that place, be at that time	𐓟𐓲𐓣́	ecí
beads	𐓡𐓣̋͘𐓮𐓤𐓘, 𐓰𐓪́𐓪𐓲𐓟 𐓵𐓣𐓧𐓘̋𐓲𐓟 (?), 𐓷𐓘𐓬𐓶́𐓮́𐓤𐓘	hį́įska, tóoce ðiláace (?), wapúśka
beads: prayer ~	𐓷𐓣́𐓤𐓣𐓟 𐓡𐓣̋͘𐓮𐓤𐓘	wíkie hį́įska
beadwork (noun)	𐓡𐓣̋͘𐓮𐓤𐓘 𐓤𐓘̋𐓹𐓟	hį́įska káaɣe
beadwork: do ~	𐓡𐓣̋͘𐓮𐓤𐓘 𐓤𐓘̋𐓹𐓟	hį́įska káaɣe
bean vine	𐓡𐓪͘𐓜𐓣́͘ 𐓡𐓣	hǫbrį́ hi
beans	𐓡𐓪͘𐓜𐓣́͘𐓤𐓟	hǫbrį́ke
beans: green ~	𐓡𐓪͘𐓜𐓣́͘𐓤𐓟, 𐓡𐓪́͘𐓜𐓣͘𐓤𐓟 𐓱𐓪́𐓡𐓪 𐓻𐓣͘	hǫbrį́ke, hǫ́brįke htóho žį
bear (especially black bear)	𐓷𐓘𐓮𐓘́𐓬𐓟	wasápe
bear cub	𐓷𐓘𐓮𐓘́𐓬𐓟𐓻𐓣͘	wasápežį
beard	𐓡𐓣̋͘, 𐓣́͘𐓡𐓣͘	hį́į, į́hį
beat (conquer)	𐓪𐓡𐓣́	ohí
beat (e.g., a drum)	𐓤𐓘̄š𐓰𐓘́	kaaštá
beat of a drum, beating sound	𐓳𐓣́𐓲𐓟	hcíce
beat someone in a race	𐓤𐓘̋𐓸𐓘	káaxa
beat things (such as a drum)	𐓪́𐓴𐓣͘	óchį
beat up	𐓪́𐓴𐓣́͘	óchį́
beautiful	𐓵𐓘̄𐓧𐓣͘, 𐓪𐓱𐓘́𐓺𐓘	ðaalį, ohtáza
beaver	𐓻𐓘̄͘𐓭𐓘́𐓰𐓪, 𐓻𐓘́𐓬𐓟	žąąhpáto, žápe
because ('because' is often not expressed directly but implied by the logical or pragmatic relationship of one clause to another: for examples, see under 'burn' 'some', 'be thankful, grateful, 'far')	𐓰𐓘͘ ('b𐓟𐓲𐓘𐓶𐓮𐓟' 𐓣𐓮 𐓪f𐓰𐓟𐓩 𐓩𐓪𐓰 𐓟𐓸𐓬r𐓟𐓮𐓮𐓟d d𐓣r𐓟𐓲𐓰𐓧y b𐓶𐓰 𐓣𐓨𐓬𐓧𐓣𐓟d by 𐓰𐓡𐓟 𐓧𐓪g𐓣𐓲𐓘𐓧 𐓪r 𐓬r𐓘g𐓨𐓘𐓰𐓣𐓲 r𐓟𐓧𐓘𐓰𐓣𐓪𐓩𐓮𐓡𐓣𐓬 𐓪f 𐓪𐓩𐓟 𐓲𐓧𐓘𐓶𐓮𐓟 𐓰𐓪 𐓘𐓩𐓪𐓰𐓡𐓟r: f𐓪r 𐓟𐓸𐓘𐓨𐓬𐓧𐓟𐓮, 𐓮𐓟̄ 𐓶𐓩d𐓟r 𐓰𐓘̋𐓧𐓣͘ 'b𐓶r𐓩', 𐓰𐓪́𐓘 '𐓮𐓪𐓨𐓟',𐓷𐓟̋𐓩𐓘͘ 'b𐓟 𐓰𐓡𐓘𐓩𐓤f𐓶𐓧, gr𐓘𐓰𐓟f𐓶𐓧́, 𐓷𐓟́𐓡𐓣𐓲𐓟 'f𐓘r')	tą ('because' is often not expressed directly but implied by the logical or pragmatic relationship of one clause to another: for examples, see under táalį 'burn', tóa 'some',wéeną 'be thankful, gratefuĺ, wéhice 'far')
become (suddenly?)	𐓘𐓡𐓣́	ahí
become a person	𐓣́𐓩𐓣𐓥𐓘š𐓣𐓟	ínihkašie
become angry or mad	𐓪́𐓻𐓣͘ 𐓭𐓣̋𐓻𐓣	óžį hpíiži
become embarrassed	𐓣̄𐓺𐓣́𐓤𐓟	iizíke
become extinguished	𐓰𐓘̋𐓻𐓣	táaži
become soft or sodden	š𐓬𐓪̋͘	špǫ́ǫ
bed	𐓘́𐓻𐓘͘, 𐓪́𐓻𐓘͘	ážą, óžą
bed: go to ~	𐓻𐓘́͘𐓘͘	žą́ą
bed: have someone in ~, put someone to ~	𐓘́𐓵𐓣𐓻𐓘͘	áðižą
bedclothes, bedding	𐓪𐓨𐓣́𐓻𐓟	omíže
beef: head of ~	𐓳𐓟̋𐓮𐓤𐓘	hcéeska
beer	𐓥𐓘́𐓷𐓘𐓲𐓟𐓻𐓟𐓩𐓣̄, 𐓩𐓣̋ 𐓘́𐓬𐓶𐓹𐓟 [𐓘r𐓴𐓘𐓣𐓲]	hkáwaceženii, níi ápuɣe [archaic]
beet	𐓰𐓪̋𐓧𐓟 𐓻𐓶́𐓟	tóole žúe
beetle	𐓷𐓘𐓧𐓶́š𐓤𐓘 𐓡𐓘̋ š𐓪̄𐓤𐓘́	walúška háa šooká
before (adverb)	𐓡𐓘̄š𐓣́𐓱𐓘	haašíhta
before (ppn)	𐓻𐓣š𐓪́͘	žišǫ́
beggar	𐓷𐓘̄𐓰𐓘́š𐓰𐓘	waatášta
begin	𐓡𐓣́𐓩𐓘̄͘𐓻𐓣͘	hínąąžį
begin to	𐓘𐓡𐓣́	ahí
beginning: from the ~	𐓭𐓘𐓡𐓘́͘𐓧𐓟	hpahą́le
behave	𐓪́𐓵𐓪𐓱𐓘͘	óðohtą
behave oneself	𐓪́𐓵𐓪𐓱𐓘͘𐓥𐓣𐓵𐓟	óðohtąhkiðe
behavior: good ~	𐓪́𐓵𐓪𐓱𐓘͘, 𐓪́𐓵𐓪𐓱𐓘͘𐓥𐓣𐓵𐓟	óðohtą, óðohtąhkiðe
behavior: in regard to ~	𐓰𐓘̄-	taa-
behind	𐓡𐓘̄š𐓣́	haaší
behind: be ~	𐓪𐓵𐓘́𐓡𐓘	oðáha
behind: leave ~	𐓪̨́𐓪͘𐓵𐓟	ǫ́ǫðe
behind someone's back: ~	𐓩𐓘͘𐓧𐓪̋͘𐓡𐓘	nąlǫ́ǫha
belch	𐓣́𐓤'𐓪, 𐓷𐓘𐓷𐓟́𐓤'𐓪	íkˀo, wawékˀo
believe	𐓘𐓻𐓣́͘, 𐓟́𐓵𐓟	ažį́, éðe
believe regarding someone	𐓘𐓻𐓣́͘	ažį́
belittle	𐓵𐓘̄𐓻𐓪́𐓻𐓣	ðaažóži
belittle someone	𐓥𐓣𐓧𐓘̋𐓻𐓪𐓻𐓣	hkiláažoži
bell	𐓣̋𐓤𐓘̄𐓱𐓘𐓨𐓘͘	íikaahtamą
bell: ring like a~	𐓤𐓘̄𐓱𐓘́𐓘𐓨𐓘	kaahtáama
bell: ring the ~	𐓵𐓶̄𐓥𐓘̋𐓨𐓘͘	ðuuhkáamą
bells (such as the ones dancers tie around their legs)	𐓨𐓘́͘𐓺𐓟š𐓰𐓘𐓡𐓣𐓻𐓣͘	mą́zeštahižį
belly	𐓳𐓟́𐓺𐓟	hcéze
belong to (a group)	𐓪𐓵𐓣́𐓺𐓘͘	oðízą
belong to him	𐓣́𐓱𐓘	íhta
belong to someone	𐓣́𐓱𐓘	íhta
belong to them	𐓣́𐓱𐓘, 𐓣́𐓱𐓘̄𐓬𐓣	íhta, íhtaapi
beloved	𐓪́𐓸𐓰𐓘	óxta
beloved: someone or something ~ (such as a favorite child)	𐓪́𐓵𐓪𐓸𐓰𐓘	óðoxta
below	𐓪𐓵𐓶́𐓧𐓶𐓡𐓘	oðúluha
belt	𐓣́𐓭𐓣𐓘͘	íhpią
belt: men's dance ~	𐓣̋š𐓶𐓬𐓟	íišupe
belt: woman's yarn ~	𐓳𐓟̄𐓡𐓣̋͘	hceehį́į
belt (worn by men outside a blanket)	𐓣̋š𐓶𐓬𐓟	íišupe
belt (worn by men with dance clothes or outside a blanket)	𐓣́𐓭𐓣𐓘͘	íhpią
beneath	𐓪𐓵𐓶́𐓧𐓶𐓡𐓘	oðúluha
bend: make ~ (e.g., a tree branch using the hands)	𐓵𐓣̄𐓺𐓪́	ðiizó
bend down	𐓬𐓘̄𐓲'𐓣́͘	paacˀį́
bend one's body part (e.g., leg or arm)	𐓵𐓶̄š𐓪́͘	ðuušǫ́
bend one's own (body part or possession), bend oneself	𐓧𐓣̋𐓺𐓪𐓤𐓟	líizoke
bend over	𐓤𐓘̄𐓬𐓘̋𐓲'𐓣͘	kaapáacˀį
bent over (as a person, a tree, or a hooked staff)	𐓲'𐓣͘š𐓘	cˀįša
bent over (referring to a human body)	𐓲'𐓣͘𐓸𐓘	cˀįxa
berry (inedible)	𐓬𐓘𐓺𐓪́	pazó
beside	𐓬𐓘́𐓮𐓤𐓶𐓡𐓘	páskuha
beside each other	𐓥𐓣𐓵𐓟́	hkiðé
best: be the ~ (above all others in a certain aspect)	𐓪͘𐓴𐓣́	ǫchí
best: do one's ~	𐓣́𐓤'𐓶𐓲𐓟, 𐓷𐓘̄š𐓤𐓘́͘	íkˀuce, waašką́
best everyone in a game	𐓪́𐓡𐓣	óhi
best someone in a game	𐓪𐓡𐓣́	ohí
bet (noun)	𐓪́𐓻𐓪𐓤'𐓘	óžokˀa
bet: make a ~	𐓪́𐓻𐓪𐓤'𐓘 𐓤𐓘̋𐓹𐓟	óžokˀa káaɣe
better: get ~ (in regard to illness)	𐓤𐓣𐓩𐓣́, 𐓤𐓣𐓰𐓘́͘𐓡𐓟, 𐓤𐓣́𐓰𐓘͘𐓡𐓟	kiní, kitą́he, kítąhe
between	𐓪𐓱𐓘́͘𐓩𐓘͘	ohtą́ną
bewitch or "witch" someone	𐓤𐓣𐓧𐓪́͘𐓺́𐓟	kilǫ́źe
beyond	𐓤𐓪̄𐓰𐓘́, 𐓤𐓪̄𐓰𐓘́𐓡𐓘	kootá, kootáha
beyond a certain point	𐓤𐓪̄𐓰𐓘́𐓡𐓘	kootáha
beyond another thing	𐓘́𐓥𐓣𐓡𐓘	áhkiha
Bible	𐓷𐓘𐓧𐓟́𐓺𐓟 𐓮𐓘́𐓬𐓟	waléze sápe
bicycle	𐓳𐓟́𐓵𐓟 𐓘́𐓧𐓣̄͘, 𐓳𐓟𐓧𐓣́͘ 𐓘́𐓧𐓣̄͘	hcéðe álįį, hcelį́ álįį
bid (noun)	𐓪𐓵𐓘̋𐓤𐓟	oðáake
big	𐓱𐓘̋͘, 𐓱𐓘́͘𐓤𐓘, 𐓧𐓘̋͘𐓵𐓟	htą́ą, htą́ka, lą́ąðe
big goose or big duck	𐓨𐓣́𐓹𐓘 𐓱𐓘́͘𐓤𐓘	míɣa htą́ka
bill (paper money)	𐓱𐓘𐓩𐓘́͘𐓤'𐓘, 𐓱𐓘𐓩𐓘́͘𐓤'𐓘 𐓨𐓘́͘𐓺𐓟𐓮𐓤𐓘	htaną́kˀa, htaną́kˀa mą́zeska
billfold	𐓨𐓘́͘𐓺𐓟𐓮𐓤𐓘𐓪̄𐓻𐓶́	mą́zeskaoožú
bind (verb)	𐓬𐓘̄𐓸𐓲𐓟́	paaxcé
bind (as a blanket)	𐓬𐓘š𐓪́͘𐓷𐓟	pašǫ́we
bird	𐓷𐓘𐓻𐓣́͘𐓤𐓘	wažį́ka
bird: game ~	𐓨𐓣́𐓹𐓘	míɣa
birth	𐓷𐓟̋𐓰𐓘𐓵𐓟	wéetaðe
birth: give ~ (to)	𐓣̄𐓰𐓘́𐓵𐓟	iitáðe
birthday: have a ~	𐓣̄𐓰𐓘́𐓵𐓘𐓬𐓟 𐓟́𐓤𐓣𐓰𐓸𐓘͘	iitáðape ékitxą
birthing: be ~	𐓷𐓘𐓩𐓣́𐓟	waníe
biscuit	𐓷𐓘𐓲𐓶́𐓟 𐓵𐓶𐓰𐓘̋𐓭𐓘	wacúe ðutáahpa
bit: a ~ (of)	𐓡𐓟́𐓬𐓟 𐓡𐓶̄𐓻𐓣͘	hépe huužį
bit: a ~ (slightly)	𐓟́𐓤𐓪͘	ékǫ
bit(fragment)	𐓤𐓘š𐓬𐓟́, 𐓪š𐓬𐓟́𐓻𐓣͘	kašpé, ošpéžį
bit of a whole coin (twelve and a half cents)	𐓤𐓘š𐓬𐓟́	kašpé
bitch (female dogs)	š𐓪͘𐓨𐓣̋͘𐓤𐓘	šǫmį́įka
bite (verb)	𐓵𐓘̄𐓸𐓰𐓘́𐓤𐓟	ðaaxtáke
bite folks, bite people	𐓷𐓘𐓵𐓘̋𐓸𐓰𐓘𐓤𐓟	waðáaxtake
bite into small pieces	𐓵𐓘̋𐓸𐓪́͘𐓤𐓟	ðáaxǫ́ke
bite oneself	𐓥𐓣𐓧𐓘̄𐓸𐓪́͘	hkilaaxǫ́
bits and baubles	𐓪š𐓬𐓟́𐓻𐓣͘	ošpéžį
bitter	𐓭𐓘́	hpá
blabbermouth	𐓰𐓘̋𐓰𐓘͘𐓻𐓣́͘ š𐓤𐓣 𐓪𐓵𐓘̋𐓤𐓟	táatąžį́ ški oðáake
black	𐓮𐓘́𐓬𐓟	sápe
black dog	š𐓪͘𐓱𐓘̋͘ 𐓮𐓘	šǫhtą́ą sa
Black Dog (personal name)	š𐓪́͘𐓤𐓟 𐓮𐓘	šǫ́ke sa
black person (African American)	𐓨𐓣͘𐓥𐓘́𐓮𐓘, 𐓨𐓣̄͘𐓘́𐓮𐓘, 𐓩𐓣𐓥𐓘 𐓮𐓘́𐓬𐓟	mįhkása, mįįása, nihka sápe
black person: little ~	𐓮𐓘́𐓟𐓻𐓣͘	sáežį
black walnut	𐓱𐓘́𐓤𐓶𐓟	htákue
blackberry	𐓷𐓘𐓮𐓤𐓶́𐓟 𐓮𐓘́𐓬𐓟	waskúe sápe
blackhawk	𐓧𐓟𐓰𐓪́͘𐓮𐓘𐓬𐓟	letǫ́sape
bladder	𐓲𐓟́𐓻𐓟𐓩𐓣̄𐓪̄𐓻𐓶́	céženiioožú
blanket	𐓡𐓘𐓸𐓣́͘, 𐓨𐓣́͘, 𐓪𐓨𐓣́𐓻𐓟	haxį́, mį́, omíže
blanket: man's ~	𐓪́𐓥𐓣𐓭𐓘̄𐓴𐓟	óhkihpaache
blanket: saddle ~	𐓷𐓘́𐓤𐓘𐓮́𐓰𐓪͘	wákaśtǫ
blanket: woman's ~	𐓨𐓣́͘𐓷𐓘̄𐓬𐓘̄𐓴𐓟	mį́waapaache
blanket folded to cushion a seat	𐓷𐓘́𐓤𐓘š𐓰𐓪͘	wákaštǫ
